2025-06-26 07:09:12 | INFO | bilibili-crawler | {'code': 0, 'message': '0', 'ttl': 1, 'data': '1.小朋友们大家好，我是你们爷爷最喜欢的超威一列姆！\r\n2.在过去的一年里，我创作了无数脍炙人口的歌曲，常常被人夸赞高产似雌豚。\r\n3.接下来的日子里我会一如既往地勤勉创作，争取继续保持现在的产量，文体两开花。\r\n4.我感觉照这个势头和速度下去别说日常更新不在话下，连出张新专辑都指日可待了啊。\r\n5.也感谢你们一如既往的支持和鼓励，我会注意身体，不把自己累垮掉的。\r\n6.我个人不建议你们在评论区里艾特任何UP主，我真的不建议，当然你们非要这么做我也没办法的。'}
2025-06-26 07:27:36 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:29:39 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:29:42 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_072235_096287.json', '音乐榜单-热榜-数据爬取20250626_072703_122298.json', '音乐榜单-热榜-数据爬取20250626_072731_035128.json', '音乐榜单-热榜-数据爬取20250626_072939_828448.json']
2025-06-26 07:29:42 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_072939_828448.json
2025-06-26 07:29:42 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:30:13 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:30:16 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-数据爬取20250626_072235_096287.json', '音乐榜单-热榜-数据爬取20250626_072703_122298.json', '音乐榜单-热榜-数据爬取20250626_072731_035128.json', '音乐榜单-热榜-数据爬取20250626_072939_828448.json', '音乐榜单-热榜-数据爬取20250626_073013_913142.json']
2025-06-26 07:30:16 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-数据爬取20250626_073013_913142.json
2025-06-26 07:30:16 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:30:39 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:31:18 | INFO | bilibili-crawler | 年度:2024
2025-06-26 07:31:56 | INFO | bilibili-crawler | 年度:2025
2025-06-26 07:32:14 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:32:14 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:32:16 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:32:16 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:32:16 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:33:25 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:33:28 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-20250626_073325_824036.json']
2025-06-26 07:33:28 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-20250626_073325_824036.json
2025-06-26 07:33:28 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:33:49 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:34:26 | INFO | bilibili-crawler | 年度:2024
2025-06-26 07:35:02 | INFO | bilibili-crawler | 年度:2025
2025-06-26 07:35:19 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:35:19 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:35:21 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:35:21 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:35:21 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:45:16 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:45:19 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-20250626_074516_286968.json']
2025-06-26 07:45:19 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-20250626_074516_286968.json
2025-06-26 07:45:19 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:45:27 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:45:43 | INFO | bilibili-crawler | 年度:2024
2025-06-26 07:46:02 | INFO | bilibili-crawler | 年度:2025
2025-06-26 07:46:17 | INFO | bilibili-crawler | 爬取数据完成
2025-06-26 07:46:17 | INFO | bilibili-crawler | 开始数据清洗
2025-06-26 07:46:19 | INFO | bilibili-crawler | 数据清洗完成
2025-06-26 07:46:19 | INFO | bilibili-crawler | 生成数据分析报告中
2025-06-26 07:46:19 | INFO | bilibili-crawler | 数据分析报告已生成
2025-06-26 07:47:38 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:47:38 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音乐榜单-热榜-20250626_074738_984314.json
2025-06-26 07:47:41 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-20250626_074738_981964.json']
2025-06-26 07:47:42 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-20250626_074738_981964.json
2025-06-26 07:47:42 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:47:42 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第29期-2022年度-20250626_074742_317642.json
2025-06-26 07:47:42 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第28期-2022年度-20250626_074742_614665.json
2025-06-26 07:47:42 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第27期-2022年度-20250626_074742_902719.json
2025-06-26 07:47:43 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第26期-2022年度-20250626_074743_191014.json
2025-06-26 07:47:43 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第25期-2022年度-20250626_074743_473088.json
2025-06-26 07:47:43 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第24期-2022年度-20250626_074743_738731.json
2025-06-26 07:47:44 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第23期-2022年度-20250626_074744_053326.json
2025-06-26 07:47:44 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第22期-2022年度-20250626_074744_354367.json
2025-06-26 07:47:44 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第21期-2022年度-20250626_074744_655433.json
2025-06-26 07:47:44 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第20期-2022年度-20250626_074744_952524.json
2025-06-26 07:47:45 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第19期-2022年度-20250626_074745_248726.json
2025-06-26 07:47:45 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第18期-2022年度-20250626_074745_543440.json
2025-06-26 07:47:45 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第17期-2022年度-20250626_074745_860505.json
2025-06-26 07:47:46 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第16期-2022年度-20250626_074746_172118.json
2025-06-26 07:47:46 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第15期-2022年度-20250626_074746_451542.json
2025-06-26 07:47:46 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第14期-2022年度-20250626_074746_739788.json
2025-06-26 07:47:47 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第13期-2022年度-20250626_074747_048098.json
2025-06-26 07:47:47 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第12期-2022年度-20250626_074747_339604.json
2025-06-26 07:47:47 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第11期-2022年度-20250626_074747_882977.json
2025-06-26 07:47:48 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第10期-2022年度-20250626_074748_177876.json
2025-06-26 07:47:48 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第9期-2022年度-20250626_074748_462860.json
2025-06-26 07:47:48 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第8期-2022年度-20250626_074748_781422.json
2025-06-26 07:47:49 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第7期-2022年度-20250626_074749_052235.json
2025-06-26 07:47:49 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第6期-2022年度-20250626_074749_328514.json
2025-06-26 07:47:49 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第5期-2022年度-20250626_074749_605514.json
2025-06-26 07:47:49 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第4期-2022年度-20250626_074749_905160.json
2025-06-26 07:47:50 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第3期-2022年度-20250626_074750_172001.json
2025-06-26 07:47:50 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第2期-2022年度-20250626_074750_475200.json
2025-06-26 07:47:50 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第1期-2022年度-20250626_074750_774783.json
2025-06-26 07:47:50 | INFO | bilibili-crawler | 年度:2023
2025-06-26 07:47:51 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第81期-2023年度-20250626_074751_078946.json
2025-06-26 07:47:51 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第80期-2023年度-20250626_074751_366988.json
2025-06-26 07:47:51 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第79期-2023年度-20250626_074751_649354.json
2025-06-26 07:47:51 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第78期-2023年度-20250626_074751_951249.json
2025-06-26 07:47:52 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第77期-2023年度-20250626_074752_231203.json
2025-06-26 07:47:52 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第76期-2023年度-20250626_074752_530789.json
2025-06-26 07:47:52 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第75期-2023年度-20250626_074752_837971.json
2025-06-26 07:47:53 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第74期-2023年度-20250626_074753_124440.json
2025-06-26 07:47:53 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第73期-2023年度-20250626_074753_431458.json
2025-06-26 07:47:53 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第72期-2023年度-20250626_074753_719282.json
2025-06-26 07:47:54 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第71期-2023年度-20250626_074754_021098.json
2025-06-26 07:47:54 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第70期-2023年度-20250626_074754_308804.json
2025-06-26 07:47:54 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第69期-2023年度-20250626_074754_589751.json
2025-06-26 07:47:54 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第68期-2023年度-20250626_074754_894517.json
2025-06-26 07:47:55 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第67期-2023年度-20250626_074755_201939.json
2025-06-26 07:47:55 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第66期-2023年度-20250626_074755_484305.json
2025-06-26 07:47:55 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第65期-2023年度-20250626_074755_794806.json
2025-06-26 07:47:56 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第64期-2023年度-20250626_074756_094429.json
2025-06-26 07:47:56 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第63期-2023年度-20250626_074756_382006.json
2025-06-26 07:47:56 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第62期-2023年度-20250626_074756_718727.json
2025-06-26 07:47:57 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第61期-2023年度-20250626_074757_104572.json
2025-06-26 07:47:57 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第60期-2023年度-20250626_074757_409062.json
2025-06-26 07:47:57 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第59期-2023年度-20250626_074757_685071.json
2025-06-26 07:47:57 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第58期-2023年度-20250626_074757_966382.json
2025-06-26 07:47:58 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第57期-2023年度-20250626_074758_271142.json
2025-06-26 07:47:58 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第56期-2023年度-20250626_074758_560006.json
2025-06-26 07:47:58 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第55期-2023年度-20250626_074758_845182.json
2025-06-26 07:47:59 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第54期-2023年度-20250626_074759_142289.json
2025-06-26 07:47:59 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第53期-2023年度-20250626_074759_443866.json
2025-06-26 07:47:59 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第52期-2023年度-20250626_074759_712409.json
2025-06-26 07:48:00 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第51期-2023年度-20250626_074800_020884.json
2025-06-26 07:48:00 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第50期-2023年度-20250626_074800_298571.json
2025-06-26 07:48:00 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第49期-2023年度-20250626_074800_588327.json
2025-06-26 07:48:00 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第48期-2023年度-20250626_074800_876392.json
2025-06-26 07:48:01 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第47期-2023年度-20250626_074801_186508.json
2025-06-26 07:48:01 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第46期-2023年度-20250626_074801_825517.json
2025-06-26 07:48:02 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第45期-2023年度-20250626_074802_460793.json
2025-06-26 07:48:03 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第44期-2023年度-20250626_074803_339054.json
2025-06-26 07:48:03 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第43期-2023年度-20250626_074803_976388.json
2025-06-26 07:48:04 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第42期-2023年度-20250626_074804_581650.json
2025-06-26 07:48:05 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第41期-2023年度-20250626_074805_174066.json
2025-06-26 07:48:05 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第40期-2023年度-20250626_074805_810683.json
2025-06-26 07:48:06 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第39期-2023年度-20250626_074806_412555.json
2025-06-26 07:48:07 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第38期-2023年度-20250626_074807_064347.json
2025-06-26 07:48:07 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第37期-2023年度-20250626_074807_704121.json
2025-06-26 07:48:08 | INFO | bilibili-crawler | 当前存储的文件为：C:\Users\29145\Desktop\WorkSpace\6.25大数据采集与分析课设\bilibili-crawler\data\raw\音频榜单单期信息-热榜-第36期-2023年度-20250626_074808_322230.json
2025-06-26 07:48:21 | INFO | bilibili-crawler | 开始爬取数据
2025-06-26 07:48:22 | INFO | bilibili-crawler | 当前存储的文件为：音乐榜单-热榜-20250626_074822_101873.json
2025-06-26 07:48:25 | INFO | bilibili-crawler | 匹配到的文件: ['音乐榜单-热榜-20250626_074822_100908.json']
2025-06-26 07:48:25 | INFO | bilibili-crawler | 最新的原始数据文件: 音乐榜单-热榜-20250626_074822_100908.json
2025-06-26 07:48:25 | INFO | bilibili-crawler | 年度:2022
2025-06-26 07:48:25 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第29期-2022年度-20250626_074825_420099.json
2025-06-26 07:48:25 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第28期-2022年度-20250626_074825_749854.json
2025-06-26 07:48:26 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第27期-2022年度-20250626_074826_030963.json
2025-06-26 07:48:26 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第26期-2022年度-20250626_074826_315163.json
2025-06-26 07:48:26 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第25期-2022年度-20250626_074826_647462.json
2025-06-26 07:48:26 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第24期-2022年度-20250626_074826_950434.json
2025-06-26 07:48:27 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第23期-2022年度-20250626_074827_241781.json
2025-06-26 07:48:27 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第22期-2022年度-20250626_074827_524510.json
2025-06-26 07:48:27 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第21期-2022年度-20250626_074827_817559.json
2025-06-26 07:48:28 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第20期-2022年度-20250626_074828_132689.json
2025-06-26 07:48:28 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第19期-2022年度-20250626_074828_431288.json
2025-06-26 07:48:28 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第18期-2022年度-20250626_074828_742021.json
2025-06-26 07:48:29 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第17期-2022年度-20250626_074829_023062.json
2025-06-26 07:48:29 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第16期-2022年度-20250626_074829_347964.json
2025-06-26 07:48:29 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第15期-2022年度-20250626_074829_652234.json
2025-06-26 07:48:29 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第14期-2022年度-20250626_074829_940442.json
2025-06-26 07:48:30 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第13期-2022年度-20250626_074830_240749.json
2025-06-26 07:48:30 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第12期-2022年度-20250626_074830_522506.json
2025-06-26 07:48:30 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第11期-2022年度-20250626_074830_810157.json
2025-06-26 07:48:31 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第10期-2022年度-20250626_074831_097896.json
2025-06-26 07:48:31 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第9期-2022年度-20250626_074831_405999.json
2025-06-26 07:48:31 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第8期-2022年度-20250626_074831_719995.json
2025-06-26 07:48:32 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第7期-2022年度-20250626_074832_040608.json
2025-06-26 07:48:32 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第6期-2022年度-20250626_074832_326685.json
2025-06-26 07:48:32 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第5期-2022年度-20250626_074832_652859.json
2025-06-26 07:48:32 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第4期-2022年度-20250626_074832_925059.json
2025-06-26 07:48:33 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第3期-2022年度-20250626_074833_233989.json
2025-06-26 07:48:33 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第2期-2022年度-20250626_074833_555793.json
2025-06-26 07:48:33 | INFO | bilibili-crawler | 当前存储的文件为：音频榜单单期信息-热榜-第1期-2022年度-20250626_074833_858178.json
